User_Cd,PayPartner_Cd,ValidFlag,Name,Sname,Aname,PostNo,TelNo,FaxNo,Address1,Address2,HAddress1,HAddress2,MailAddress1,MailAddress2,Operator1,Operator2,CashPaySight,PayDateAdjustType,PayTotalType,TaxTotalType,TaxRoundType,PayConditionType,PayDetailAutoPrint,FeeChargeType,PayBankAccountType,BankAccountUseType,BankTransferType,Bank_Cd,Branch_Cd,BankAccountType,BankAccountNo,BankAccountName,PrintType,PDFOutputType,PDFTransfer_Cd,PDFDirectTransfer,PayDetailOutputType,PayDetailTransfer_Cd,PayDetailDirectTransfer,RsvChar1,RsvChar2,RsvChar3,RsvChar4,RsvNum1,RsvNum2,RsvNum3,RsvNum4,RsvDate1,RsvDateTime1,AddOperator_Cd,AddDateTime,AddProc_Cd,UpdOperator_Cd,UpdDateTime,UpdProc_Cd
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","NULL","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","59","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1982-01-02","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","60","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","2022-08-13","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","61","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","2018-05-29","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",null,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","62","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1987-05-03","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","null","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","63","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1986-01-01","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",NULL,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","64","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","2017-07-23","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","NULL","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","65","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1995-05-18","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","66","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1989-01-28","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","67","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","2001-04-12","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",null,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","68","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1993-05-24","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","null","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","69","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","2005-03-05","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx",NULL,"xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","70","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1987-03-03","0","0","0","0","0","0","0"
"0","xxxxxx","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","0","0","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxx","NULL","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","71","x","x","x","x","x","x","x","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxx","xxx","x","xxxxxxx","xxxxxxxxxXxxxxxxxxxXxxxxxxxxxX","x","x","xxxxxx","xxxxxxxx","xxxxxxxxxX","xxxxxx","xxxxxxxx","xxxxxxxxxX","0","0","0","0","0","0","0","1981-07-17","0","0","0","0","0","0","0"
